2010;335;2010-12-1 00:00:00;0;3.95;116.5;30.7;6.038;112.3;30.92;
2010;335;2010-12-1 00:10:00;10;4.543;115.7;30.62;6.591;111.1;30.77;
2010;335;2010-12-1 00:20:00;20;4.508;118.1;30.58;6.391;114;30.66;
2010;335;2010-12-1 00:30:00;30;4.137;118.2;30.43;6.018;113.8;30.47;
2010;335;2010-12-1 00:40:00;40;4.221;118.7;30.35;6.151;114.6;30.39;
2010;335;2010-12-1 00:50:00;50;4.274;124.3;30.16;6.167;119.5;30.19;
2010;335;2010-12-1 01:00:00;60;3.652;132.9;29.98;5.714;127.3;29.98;
2010;335;2010-12-1 01:10:00;70;4.321;130.8;29.86;6.474;125.5;29.79;
2010;335;2010-12-1 01:20:00;80;5.196;122.8;29.87;7.03;119.6;29.66;
2010;335;2010-12-1 01:30:00;90;5.9;129.2;29.78;7.96;125.1;29.47;
2010;335;2010-12-1 01:40:00;100;6.182;129.8;29.59;8.46;125.4;29.2;
2010;335;2010-12-1 01:50:00;110;6.727;123.6;29.41;8.9;118.7;29.02;
2010;335;2010-12-1 02:00:00;120;5.494;123;29.05;7.3;119.1;28.72;
2010;335;2010-12-1 02:10:00;130;4.796;133.5;28.8;6.869;129.3;28.46;
2010;335;2010-12-1 02:20:00;140;4.926;135;28.58;6.987;130.6;28.19;
2010;335;2010-12-1 02:30:00;150;4.304;140.5;28.22;5.884;135.8;27.85;
2010;335;2010-12-1 02:40:00;160;4.68;140;28.01;6.428;133.6;27.63;
2010;335;2010-12-1 02:50:00;170;4.262;143.5;27.66;6.025;138.1;27.24;
2010;335;2010-12-1 03:00:00;180;5.142;135.1;27.52;6.762;129.7;27.07;
2010;335;2010-12-1 03:10:00;190;4.447;132.4;27.3;6.2;128.1;26.85;
2010;335;2010-12-1 03:20:00;200;4.228;132.7;27.05;5.58;127.5;26.61;
2010;335;2010-12-1 03:30:00;210;5.099;135.1;26.9;6.518;128.6;26.47;
2010;335;2010-12-1 03:40:00;220;4.878;131.3;26.66;6.408;128.5;26.27;
2010;335;2010-12-1 03:50:00;230;5.697;127.2;26.49;7.41;123;26.13;
2010;335;2010-12-1 04:00:00;240;6.086;127;26.35;7.49;123.3;25.91;
2010;335;2010-12-1 04:10:00;250;6.291;129.6;26.2;8.37;124.2;25.76;
2010;335;2010-12-1 04:20:00;260;5.343;125.7;26.01;7.3;121.6;25.58;
2010;335;2010-12-1 04:30:00;270;4.876;132.6;25.84;6.563;126.9;25.38;
2010;335;2010-12-1 04:40:00;280;4.134;134.5;25.54;5.953;129.4;25.1;
2010;335;2010-12-1 04:50:00;290;4.307;131.7;25.42;6.011;126.2;24.97;
2010;335;2010-12-1 05:00:00;300;4.322;130.7;25.25;5.642;127.3;24.8;
2010;335;2010-12-1 05:10:00;310;3.389;137.2;25.01;4.746;132.5;24.59;
2010;335;2010-12-1 05:20:00;320;3.93;137.5;24.86;5.386;132.3;24.47;
2010;335;2010-12-1 05:30:00;330;4.188;138.4;24.73;5.701;132.3;24.35;
2010;335;2010-12-1 05:40:00;340;3.842;146.9;24.55;5.421;141;24.2;
2010;335;2010-12-1 05:50:00;350;3.619;147.2;24.44;5.145;143.3;24.11;
2010;335;2010-12-1 06:00:00;360;3.735;143;24.3;5.392;137.4;23.99;
2010;335;2010-12-1 06:10:00;370;3.482;135.3;24.15;5.036;134.3;23.9;
2010;335;2010-12-1 06:20:00;380;3.438;132.7;24;4.845;131.1;23.79;
2010;335;2010-12-1 06:30:00;390;3.902;132.6;23.89;5.656;128.1;23.7;
2010;335;2010-12-1 06:40:00;400;4.332;126.3;23.8;5.986;121.8;23.67;
2010;335;2010-12-1 06:50:00;410;3.852;123.9;23.65;5.401;120.4;23.54;
